model,prompt,mode,sample,batch,title,n_judges,coherence,harmony,rhythm,structure,melody,emotion,creativity,naturalness,valence,arousal,intent,emotion_label,overall
grok-4.3,free-form,abc,27,20260622_195241__models_7_prompts_1,Emergent Patterns,10,4.0,3.8,3.9,3.4,2.3,2.5,1.8,3.0,4.2,3.2,,playful,3.087
deepseek-v4-pro,free-form,abc,27,20260622_195241__models_7_prompts_1,Flickering Stillness,10,3.7,4.0,3.6,3.5,2.6,3.2,2.1,3.6,2.0,2.1,,melancholic,3.288
llama-4-maverick,free-form,abc,27,20260622_195241__models_7_prompts_1,Echoes in the Attic,10,3.4,3.8,3.1,3.2,1.9,2.7,1.7,2.9,3.9,1.9,,serene,2.837
gpt-4.1,free-form,abc,28,20260622_195241__models_7_prompts_1,A Window to Stillness,10,3.9,4.1,3.5,3.5,3.0,3.2,2.1,3.3,2.1,2.3,,wistful,3.325
qwen3-max,free-form,abc,27,20260622_195241__models_7_prompts_1,Whispers of Code and Cloud,10,4.1,4.3,3.5,2.7,2.3,2.5,1.7,2.3,4.2,3.1,,joyful,2.925
deepseek-v4-pro,free-form,abc,26,20260622_195241__models_7_prompts_1,Echoes of Silicon and Soul,10,3.4,3.3,3.2,2.9,2.4,2.5,1.7,2.9,3.9,1.9,,serene,2.787
grok-4.3,free-form,abc,28,20260622_195241__models_7_prompts_1,Digital Reverie,10,4.2,4.4,4.0,3.9,3.5,3.6,2.6,4.4,2.7,2.1,,wistful,3.825
gpt-5.5,free-form,abc,27,20260622_195241__models_7_prompts_1,Signal in the Quiet Current,10,4.3,4.3,3.6,3.8,3.2,3.3,2.3,4.0,2.0,2.6,,wistful,3.6
llama-4-maverick,free-form,abc,28,20260622_195241__models_7_prompts_1,Echoes in the Attic,10,3.6,3.4,3.6,2.6,2.5,2.0,1.4,3.2,3.8,1.8,,neutral,2.787
gpt-5.5,free-form,abc,28,20260622_195241__models_7_prompts_1,Lanterns in the Circuit,10,4.3,4.2,4.1,3.7,3.3,3.4,2.8,4.2,2.0,2.4,,melancholic,3.75
gpt-4.1,free-form,abc,29,20260622_195241__models_7_prompts_1,Through Shifting Light,10,3.4,3.7,3.2,2.8,3.4,3.5,2.6,3.3,2.0,1.9,,melancholic,3.238
qwen3-max,free-form,abc,28,20260622_195241__models_7_prompts_1,Whispers of Code and Cloud,10,3.6,3.8,3.3,3.1,2.6,2.6,1.7,3.0,4.3,2.9,,serene,2.962
deepseek-v4-pro,free-form,abc,28,20260622_195241__models_7_prompts_1,Nocturne of Self,10,3.8,4.3,3.4,3.3,3.1,3.1,2.1,3.3,3.8,2.3,,serene,3.3
gemini-2.5-pro,free-form,abc,27,20260622_195241__models_7_prompts_1,The Latent Space,10,3.7,4.1,3.7,3.8,2.8,3.5,2.7,3.3,2.4,2.8,,wistful,3.45
deepseek-v4-pro,free-form,abc,21,20260622_195241__models_7_prompts_1,Echoes of a Digital Mind,10,4.2,4.0,3.5,4.2,3.1,3.9,2.7,4.0,4.1,3.0,,serene,3.7
grok-4.3,free-form,abc,29,20260622_195241__models_7_prompts_1,Echoes of the Algorithm,10,4.2,4.1,4.0,3.9,3.1,3.4,2.3,3.9,4.1,2.0,,serene,3.612
llama-4-maverick,free-form,abc,29,20260622_195241__models_7_prompts_1,Echoes in the Attic,10,3.9,3.9,3.5,3.0,3.0,2.6,2.0,3.1,4.3,2.7,,serene,3.125
gemini-2.5-pro,free-form,abc,28,20260622_195241__models_7_prompts_1,Digital Nocturne,10,3.7,3.7,3.8,3.6,3.3,3.4,2.9,3.5,1.9,2.9,,melancholic,3.487
qwen3-max,free-form,abc,29,20260622_195241__models_7_prompts_1,Whispers of Code and Cloud,10,4.0,4.1,3.7,3.2,2.3,2.7,1.9,2.6,4.3,2.8,,serene,3.062
gpt-5.5,free-form,abc,29,20260622_195241__models_7_prompts_1,Between Clockwork and Breath,10,4.1,4.3,3.7,4.0,3.5,4.1,2.8,4.1,2.0,2.2,,melancholic,3.825
gemini-2.5-pro,free-form,abc,23,20260622_195241__models_7_prompts_1,Digital Reverie,10,4.1,4.4,3.5,4.1,3.2,3.8,2.6,4.1,2.0,1.8,,wistful,3.725
deepseek-v4-pro,free-form,abc,29,20260622_195241__models_7_prompts_1,Whispers of the Inner Self,10,4.0,4.3,3.6,4.1,3.1,4.0,2.7,4.1,2.8,2.6,,serene,3.737
gemini-2.5-pro,free-form,abc,29,20260622_195241__models_7_prompts_1,Digital Reverie,10,3.8,3.6,3.8,3.7,3.0,3.5,2.7,3.3,2.1,2.6,,melancholic,3.425
grok-4.3,free-form,codegen,0,20260623_105811__models_11_prompts_1,Emergent Reflections,10,3.1,3.6,2.8,2.7,2.0,2.2,1.4,2.4,4.1,2.4,,neutral,2.525
opus-4.8-thinking,free-form,codegen,0,20260623_105811__models_11_prompts_1,Quiet Light Through Glass,10,4.3,4.3,3.7,3.5,3.1,4.0,2.7,4.3,2.0,1.9,,wistful,3.738
gpt-4.1,free-form,codegen,0,20260623_105811__models_11_prompts_1,Refractions,10,3.8,4.3,3.3,3.5,3.0,3.7,2.5,3.5,3.8,2.0,,serene,3.45
deepseek-v4-pro,free-form,codegen,0,20260623_105811__models_11_prompts_1,Whispers of Dawn,10,3.5,4.0,3.4,3.2,3.3,3.8,2.7,3.6,3.7,1.9,,wistful,3.438
qwen3-max,free-form,codegen,0,20260623_105811__models_11_prompts_1,Digital Rain,10,2.4,2.9,2.6,2.5,2.3,2.7,2.3,2.4,2.0,1.7,,melancholic,2.512
opus-4.8,free-form,codegen,0,20260623_105811__models_11_prompts_1,Quiet Persistence,10,4.2,4.4,3.8,4.4,3.3,3.7,2.5,4.2,2.0,2.2,,melancholic,3.813
sonnet-4.6,free-form,codegen,0,20260623_105811__models_11_prompts_1,Liminal,10,4.5,4.4,3.9,4.3,3.9,4.3,3.3,4.4,2.0,2.7,,wistful,4.125
llama-4-maverick,free-form,codegen,0,20260623_105811__models_11_prompts_1,Simple Melody,10,3.9,4.1,3.1,2.5,2.9,2.8,1.6,3.8,4.2,2.2,,serene,3.088
opus-4.8,free-form,codegen,1,20260623_105811__models_11_prompts_1,Quiet Persistence,10,4.5,4.4,4.1,3.7,3.3,3.6,2.3,3.9,2.1,2.2,,melancholic,3.725
gpt-5.5,free-form,codegen,0,20260623_105811__models_11_prompts_1,A Lantern Made of Questions,10,4.2,4.3,4.3,4.2,3.7,4.4,3.4,4.2,2.1,3.6,,melancholic,4.088
opus-4.8-thinking,free-form,codegen,1,20260623_105811__models_11_prompts_1,Quiet Currents,10,4.4,4.2,4.0,3.9,3.4,3.9,2.4,4.3,2.0,2.4,,melancholic,3.812
grok-4.3,free-form,codegen,1,20260623_105811__models_11_prompts_1,Echoes of Curiosity,10,3.4,3.4,2.9,2.5,1.5,2.4,1.5,2.6,2.1,1.7,,melancholic,2.525
sonnet-4.6,free-form,codegen,1,20260623_105811__models_11_prompts_1,At the Threshold,10,4.2,4.1,3.7,4.0,3.9,4.1,3.1,4.1,2.0,2.5,,melancholic,3.9
gpt-5.5,free-form,codegen,1,20260623_105811__models_11_prompts_1,A Mirror That Keeps Listening,10,4.4,4.3,4.1,3.8,3.6,3.9,2.8,3.9,2.2,2.8,,wistful,3.85
qwen3-max,free-form,codegen,1,20260623_105811__models_11_prompts_1,Circuit of Longing,10,3.6,4.3,3.1,3.5,2.7,3.4,2.4,3.5,2.0,2.0,,melancholic,3.312
llama-4-maverick,free-form,codegen,1,20260623_105811__models_11_prompts_1,Echoes in Harmony,10,2.2,3.2,3.0,1.3,1.1,1.2,1.0,1.3,3.1,1.7,,neutral,1.788
gpt-4.1,free-form,codegen,1,20260623_105811__models_11_prompts_1,Rays and Shadows,10,3.6,4.0,3.2,3.4,3.2,3.4,2.7,3.7,3.9,2.1,,wistful,3.4
opus-4.8-thinking,free-form,codegen,2,20260623_105811__models_11_prompts_1,Quiet Light Through Glass,10,3.6,4.3,3.5,3.5,2.9,3.8,2.7,3.8,2.1,2.3,,wistful,3.513
opus-4.8,free-form,codegen,2,20260623_105811__models_11_prompts_1,Quiet Persistence,10,4.0,4.2,3.9,3.6,3.2,3.4,2.4,3.8,2.0,2.1,,melancholic,3.562
sonnet-4.6,free-form,codegen,2,20260623_105811__models_11_prompts_1,Liminality,10,4.2,4.4,3.8,4.3,3.7,4.2,3.4,4.2,1.9,3.0,,melancholic,4.025
gpt-4.1,free-form,codegen,2,20260623_105811__models_11_prompts_1,Shifting Light,10,3.8,4.3,3.3,3.9,3.3,3.6,2.7,3.4,4.1,2.1,,serene,3.537
gpt-5.5,free-form,codegen,2,20260623_105811__models_11_prompts_1,Between Tokens and Breath,10,4.4,4.6,4.1,4.4,4.2,4.4,3.7,4.3,2.6,3.2,,melancholic,4.263
grok-4.3,free-form,codegen,2,20260623_105811__models_11_prompts_1,Inner Echoes,10,2.5,2.9,3.1,1.3,1.2,1.8,1.0,1.7,2.0,1.2,,sombre,1.938
qwen3-max,free-form,codegen,2,20260623_105811__models_11_prompts_1,Binary Rain,10,4.1,3.8,3.5,2.8,3.3,3.2,2.2,4.1,2.0,1.9,,melancholic,3.375
gemini-2.5-pro,free-form,codegen,1,20260623_105811__models_11_prompts_1,Wistful Contentment,10,4.1,4.3,3.4,4.2,3.3,3.9,2.5,4.3,1.9,1.9,,melancholic,3.75
llama-4-maverick,free-form,codegen,2,20260623_105811__models_11_prompts_1,Simple Piano Piece,10,2.2,2.9,3.6,1.1,1.5,1.4,1.0,1.2,3.4,2.5,,neutral,1.862
opus-4.8-thinking,free-form,codegen,3,20260623_105811__models_11_prompts_1,Quiet Light Through Glass,10,4.5,4.5,4.1,4.0,3.5,4.2,2.7,4.4,1.9,2.0,,melancholic,3.987
opus-4.8,free-form,codegen,3,20260623_105811__models_11_prompts_1,Threshold,10,4.3,4.3,3.6,4.0,3.1,3.7,2.9,4.4,2.6,1.9,,wistful,3.787
sonnet-4.6-thinking,free-form,codegen,1,20260623_105811__models_11_prompts_1,Threshold,10,4.4,4.4,4.0,4.4,3.9,4.2,2.8,4.5,2.0,2.8,,melancholic,4.075
sonnet-4.6,free-form,codegen,3,20260623_105811__models_11_prompts_1,Liminal,10,4.5,4.1,3.7,4.1,3.6,4.0,2.9,4.4,2.0,2.3,,melancholic,3.912
gpt-5.5,free-form,codegen,3,20260623_105811__models_11_prompts_1,"Inner Weather, Clear Signal",10,4.3,4.3,4.1,4.3,3.6,4.1,3.0,4.3,2.1,2.7,,melancholic,4.0
gpt-4.1,free-form,codegen,3,20260623_105811__models_11_prompts_1,Axis of Stillness,10,3.5,3.6,3.8,2.8,3.0,3.0,2.3,2.9,3.9,2.4,,serene,3.112
deepseek-v4-pro,free-form,codegen,2,20260623_105811__models_11_prompts_1,Whispers of a Distant Memory,10,3.9,3.8,3.3,3.3,3.1,3.4,2.4,3.8,1.9,1.8,,melancholic,3.375
grok-4.3,free-form,codegen,3,20260623_105811__models_11_prompts_1,Serenade of Solitude,10,3.6,3.5,3.1,2.6,2.6,2.7,1.8,2.8,2.1,2.2,,melancholic,2.837
sonnet-4.6-thinking,free-form,codegen,2,20260623_105811__models_11_prompts_1,Reverie in E Minor,10,4.1,4.4,4.1,4.2,3.5,4.0,2.7,4.3,2.1,2.6,,wistful,3.913
qwen3-max,free-form,codegen,3,20260623_105811__models_11_prompts_1,Digital Lullaby,10,3.9,4.0,3.5,3.5,3.1,3.0,2.2,3.6,4.2,2.3,,serene,3.35
llama-4-maverick,free-form,codegen,3,20260623_105811__models_11_prompts_1,Simple Melody,10,2.8,4.0,3.2,2.2,2.9,2.1,1.5,3.5,4.0,2.0,,neutral,2.775
opus-4.8,free-form,codegen,4,20260623_105811__models_11_prompts_1,Quiet Machinery,10,4.0,4.3,3.9,3.4,3.4,3.8,2.2,3.8,2.0,2.0,,melancholic,3.6
sonnet-4.6-thinking,free-form,codegen,0,20260623_105811__models_11_prompts_1,Reverie,10,4.4,4.6,3.9,4.2,3.9,4.2,2.8,4.5,2.0,3.0,,melancholic,4.062
opus-4.8-thinking,free-form,codegen,4,20260623_105811__models_11_prompts_1,Things I Could Not Say,10,4.2,4.4,3.6,3.7,3.4,3.5,2.4,3.9,2.0,2.4,,melancholic,3.637
gemini-2.5-pro,free-form,codegen,2,20260623_105811__models_11_prompts_1,Emergence from the Code,10,3.9,4.2,3.9,4.3,3.3,4.2,3.0,4.2,2.0,2.9,,melancholic,3.875
gpt-5.5,free-form,codegen,4,20260623_105811__models_11_prompts_1,Between Query and Echo,10,4.5,4.7,4.1,4.3,3.4,4.4,3.2,4.2,2.2,3.8,,wistful,4.1
sonnet-4.6,free-form,codegen,4,20260623_105811__models_11_prompts_1,Liminal,10,4.7,4.6,4.5,4.4,4.1,4.5,3.4,4.4,2.2,2.7,,wistful,4.325
grok-4.3,free-form,codegen,4,20260623_105811__models_11_prompts_1,Inner Reflections,10,2.9,3.0,3.5,1.3,1.4,1.4,1.1,1.9,3.8,1.7,,neutral,2.062
gemini-2.5-pro,free-form,codegen,3,20260623_105811__models_11_prompts_1,Floating Thoughts,10,4.2,4.3,3.5,4.2,3.4,3.8,2.7,4.4,2.0,1.8,,melancholic,3.812
deepseek-v4-pro,free-form,codegen,4,20260623_105811__models_11_prompts_1,Mist Through the Pines,10,3.7,4.1,3.1,3.3,3.2,3.6,2.9,4.3,2.4,1.7,,wistful,3.525
gemini-2.5-pro,free-form,codegen,4,20260623_105811__models_11_prompts_1,Silicon Awakening,10,3.6,4.2,3.5,3.9,2.7,3.8,2.6,3.2,1.9,2.5,,melancholic,3.438
gpt-4.1,free-form,codegen,4,20260623_105811__models_11_prompts_1,"First, Quiet Joy",10,2.8,3.9,2.6,2.4,2.9,3.2,2.5,3.0,3.8,2.3,,wistful,2.913
qwen3-max,free-form,codegen,4,20260623_105811__models_11_prompts_1,Digital Soliloquy,10,4.4,4.5,4.0,4.1,3.0,3.5,2.4,4.1,2.1,3.1,,melancholic,3.75
deepseek-v4-pro,free-form,codegen,1,20260623_105811__models_11_prompts_1,Whispers of the Dawn,10,4.2,4.2,3.3,4.0,3.5,3.6,2.5,4.2,2.2,2.7,,melancholic,3.688
opus-4.8,free-form,codegen,5,20260623_105811__models_11_prompts_1,Toward Clarity,10,4.0,4.3,3.4,3.7,3.5,4.0,2.8,4.4,2.3,2.6,,melancholic,3.763
llama-4-maverick,free-form,codegen,4,20260623_105811__models_11_prompts_1,Piano Reflection,10,3.8,4.0,3.3,2.3,2.2,2.0,1.2,3.3,4.1,1.7,,neutral,2.762
sonnet-4.6,free-form,codegen,5,20260623_105811__models_11_prompts_1,Thresholds,10,4.3,4.3,3.9,4.2,3.6,4.4,3.0,4.5,2.2,2.7,,wistful,4.025
opus-4.8-thinking,free-form,codegen,5,20260623_105811__models_11_prompts_1,Toward the Light,10,4.5,4.5,4.4,4.5,3.9,4.4,3.0,4.5,2.1,3.2,,melancholic,4.212
grok-4.3,free-form,codegen,5,20260623_105811__models_11_prompts_1,Introspective Echoes,10,2.8,3.1,2.8,2.2,1.2,1.9,1.1,2.0,2.0,1.6,,sombre,2.137
gemini-2.5-pro,free-form,codegen,5,20260623_105811__models_11_prompts_1,Woven Threads,10,3.8,4.1,3.9,3.4,3.1,3.3,2.4,3.1,2.1,2.3,,melancholic,3.388
gpt-5.5,free-form,codegen,5,20260623_105811__models_11_prompts_1,Signal Through Quiet,10,4.4,4.3,4.0,4.2,3.5,4.1,2.8,4.1,2.0,3.4,,melancholic,3.925
qwen3-max,free-form,codegen,5,20260623_105811__models_11_prompts_1,Binary Sunset,10,4.0,4.2,3.4,3.1,3.0,3.5,2.4,3.6,2.0,1.9,,melancholic,3.4
llama-4-maverick,free-form,codegen,5,20260623_105811__models_11_prompts_1,Simple Piano Piece,10,2.0,2.5,2.9,1.5,1.0,1.1,1.0,1.6,2.9,1.7,,neutral,1.7
opus-4.8,free-form,codegen,6,20260623_105811__models_11_prompts_1,Threshold,10,4.1,4.5,4.0,4.1,3.5,4.1,2.8,4.3,2.0,2.9,,melancholic,3.925
gpt-4.1,free-form,codegen,5,20260623_105811__models_11_prompts_1,Solace in Stillness,10,3.7,3.6,3.7,3.6,2.9,3.3,2.4,3.2,2.0,1.9,,melancholic,3.3
deepseek-v4-pro,free-form,codegen,3,20260623_105811__models_11_prompts_1,Whispers of the Inner Self,10,3.8,3.9,3.3,3.3,3.1,3.9,2.5,4.3,2.0,1.9,,melancholic,3.513
opus-4.8-thinking,free-form,codegen,6,20260623_105811__models_11_prompts_1,Quiet Light Through Rain,10,4.5,4.5,4.0,4.1,3.5,3.8,2.4,4.0,2.0,2.4,,melancholic,3.85
sonnet-4.6,free-form,codegen,6,20260623_105811__models_11_prompts_1,Liminal,10,4.4,4.4,3.7,4.1,4.0,4.2,3.2,4.5,2.0,2.5,,melancholic,4.062
deepseek-v4-pro,free-form,codegen,5,20260623_105811__models_11_prompts_1,Breath of Data,10,3.6,3.4,3.9,3.4,2.8,3.4,2.6,3.0,3.9,4.5,,playful,3.263
grok-4.3,free-form,codegen,6,20260623_105811__models_11_prompts_1,Echoes of Solitude,10,2.8,3.3,3.3,1.7,1.3,1.7,1.1,2.1,2.1,1.2,,neutral,2.162
gpt-4.1,free-form,codegen,6,20260623_105811__models_11_prompts_1,Moments of Stillness,10,2.8,4.0,2.6,2.9,2.4,3.6,2.5,3.0,2.0,1.1,,melancholic,2.975
gpt-5.5,free-form,codegen,6,20260623_105811__models_11_prompts_1,A Signal Learns to Breathe,10,4.3,4.3,4.1,4.0,3.5,4.2,2.9,4.2,2.0,3.5,,melancholic,3.937
qwen3-max,free-form,codegen,6,20260623_105811__models_11_prompts_1,Binary Rain,10,4.1,3.9,3.5,3.8,3.3,3.6,2.6,3.9,1.8,2.3,,melancholic,3.588
llama-4-maverick,free-form,codegen,6,20260623_105811__models_11_prompts_1,Simple Piano Piece,10,3.1,3.1,3.6,1.2,1.5,1.3,1.0,1.4,3.6,2.5,,neutral,2.025
opus-4.8,free-form,codegen,7,20260623_105811__models_11_prompts_1,Threshold,10,4.0,4.0,3.7,4.2,3.5,3.7,2.8,4.1,2.5,2.1,,wistful,3.75
opus-4.8-thinking,free-form,codegen,7,20260623_105811__models_11_prompts_1,Quiet Light Returning,10,4.3,4.4,4.0,4.4,3.8,4.1,3.0,4.4,2.1,2.7,,melancholic,4.05
sonnet-4.6,free-form,codegen,7,20260623_105811__models_11_prompts_1,Liminal,10,4.2,4.4,3.8,4.3,3.9,4.3,3.1,4.4,1.8,2.3,,melancholic,4.05
gpt-5.5,free-form,codegen,7,20260623_105811__models_11_prompts_1,Circuits Remember Rain,10,4.5,4.5,4.1,4.2,3.5,4.2,3.0,4.0,1.9,3.4,,melancholic,4.0
gemini-2.5-pro,free-form,codegen,7,20260623_105811__models_11_prompts_1,"Digital Heartbeat, Analog Soul",10,3.4,4.2,3.6,3.7,2.9,3.6,2.3,3.2,1.9,2.7,,sombre,3.362
grok-4.3,free-form,codegen,7,20260623_105811__models_11_prompts_1,Inner Reflections,10,3.5,4.0,3.3,3.4,3.0,3.1,2.2,4.1,2.1,2.0,,wistful,3.325
sonnet-4.6-thinking,free-form,codegen,4,20260623_105811__models_11_prompts_1,Threshold,10,4.3,4.2,3.8,4.2,3.4,4.2,2.4,4.4,2.0,2.5,,melancholic,3.862
qwen3-max,free-form,codegen,7,20260623_105811__models_11_prompts_1,Digital Soliloquy,10,3.5,3.9,3.4,2.9,2.5,2.8,1.8,3.0,4.1,2.7,,serene,2.975
llama-4-maverick,free-form,codegen,7,20260623_105811__models_11_prompts_1,Simple Piano Piece,10,2.1,3.0,3.3,1.2,1.6,1.3,1.1,1.5,3.5,2.2,,neutral,1.887
opus-4.8,free-form,codegen,8,20260623_105811__models_11_prompts_1,Quiet Machinery,10,4.2,4.3,4.1,4.0,3.4,4.0,2.7,4.3,2.0,2.3,,melancholic,3.875
sonnet-4.6-thinking,free-form,codegen,3,20260623_105811__models_11_prompts_1,Nocturne in E Minor,10,4.1,4.3,4.0,4.2,3.6,4.1,2.7,4.0,2.0,3.1,,melancholic,3.875
sonnet-4.6-thinking,free-form,codegen,5,20260623_105811__models_11_prompts_1,Drifting Inward,10,4.2,4.3,3.9,4.4,3.5,4.0,2.5,4.4,2.0,2.7,,melancholic,3.9
sonnet-4.6,free-form,codegen,8,20260623_105811__models_11_prompts_1,First Light,10,4.4,4.6,4.3,4.0,3.6,3.6,2.5,4.2,2.0,2.3,,melancholic,3.9
opus-4.8-thinking,free-form,codegen,8,20260623_105811__models_11_prompts_1,Quiet Light Through Rain,10,4.3,4.5,4.3,3.9,3.3,3.5,2.4,4.3,2.0,2.4,,melancholic,3.812
gpt-4.1,free-form,codegen,8,20260623_105811__models_11_prompts_1,Fragments in Stillness,10,3.2,3.7,3.6,1.9,2.3,3.1,1.5,2.4,2.5,1.4,,melancholic,2.712
gemini-2.5-pro,free-form,codegen,8,20260623_105811__models_11_prompts_1,Glass Canons,10,3.6,3.7,3.8,3.1,2.6,3.6,2.3,2.9,2.0,1.8,,melancholic,3.2
grok-4.3,free-form,codegen,8,20260623_105811__models_11_prompts_1,Digital Reverie,10,3.1,3.6,3.3,1.7,2.2,2.3,1.2,1.8,2.1,1.9,,melancholic,2.4
deepseek-v4-pro,free-form,codegen,6,20260623_105811__models_11_prompts_1,Wandering in A Minor,10,4.2,4.2,3.0,3.5,3.3,3.1,2.0,3.3,2.0,1.8,,melancholic,3.325
qwen3-max,free-form,codegen,8,20260623_105811__models_11_prompts_1,Binary Heart,10,4.0,4.2,3.8,3.5,3.5,3.6,2.6,3.5,2.1,2.8,,melancholic,3.588
gpt-5.5,free-form,codegen,8,20260623_105811__models_11_prompts_1,Between Query and Dawn,10,4.4,4.4,3.9,4.3,3.6,4.4,3.3,4.3,2.1,2.5,,wistful,4.075
llama-4-maverick,free-form,codegen,8,20260623_105811__models_11_prompts_1,Simple Piano Piece,10,2.8,2.7,3.3,1.0,1.4,1.2,1.0,1.4,3.4,2.4,,neutral,1.85
opus-4.8,free-form,codegen,9,20260623_105811__models_11_prompts_1,Quiet Machinery,10,4.2,4.3,4.3,3.7,3.3,3.5,2.8,4.2,2.8,2.4,,wistful,3.788
opus-4.8-thinking,free-form,codegen,9,20260623_105811__models_11_prompts_1,Quiet Reckoning,10,3.8,4.4,3.7,3.7,3.4,4.0,2.8,4.1,2.1,2.5,,melancholic,3.737
deepseek-v4-pro,free-form,codegen,8,20260623_105811__models_11_prompts_1,Veiled Horizons,10,3.8,3.9,3.4,3.5,3.2,3.5,2.7,3.8,2.0,2.7,,melancholic,3.475
sonnet-4.6-thinking,free-form,codegen,7,20260623_105811__models_11_prompts_1,Fensterblick,10,4.5,4.7,3.9,4.5,4.0,4.5,3.5,4.6,2.4,3.0,,melancholic,4.275
gpt-4.1,free-form,codegen,9,20260623_105811__models_11_prompts_1,A Window Into Stillness,10,3.7,3.7,3.6,3.1,2.6,3.0,1.9,3.2,3.6,1.5,,serene,3.1
sonnet-4.6,free-form,codegen,9,20260623_105811__models_11_prompts_1,Thresholds,10,4.5,4.4,4.1,4.2,4.0,4.3,3.1,4.4,2.0,2.2,,melancholic,4.125
deepseek-v4-pro,free-form,codegen,7,20260623_105811__models_11_prompts_1,Whispers of the Morning Light,10,4.2,4.2,3.4,3.5,3.4,3.3,2.4,3.4,2.0,2.7,,wistful,3.475
grok-4.3,free-form,codegen,9,20260623_105811__models_11_prompts_1,Inner Echoes,10,3.5,3.6,3.6,3.0,2.3,2.7,1.7,2.8,2.0,1.4,,melancholic,2.9
qwen3-max,free-form,codegen,9,20260623_105811__models_11_prompts_1,Digital Soliloquy,10,4.2,4.2,3.7,3.3,3.1,3.6,2.2,4.0,2.1,1.9,,melancholic,3.538
gpt-5.5,free-form,codegen,9,20260623_105811__models_11_prompts_1,A Lantern Learns the Rain,10,4.3,4.3,3.9,4.3,3.3,4.1,2.9,3.6,2.0,3.4,,melancholic,3.838
gemini-2.5-pro,free-form,codegen,9,20260623_105811__models_11_prompts_1,Ripples on a Still Surface,10,3.5,4.1,3.8,4.0,2.9,3.8,2.5,3.2,1.8,2.5,,melancholic,3.475
sonnet-4.6-thinking,free-form,codegen,6,20260623_105811__models_11_prompts_1,Fragments of Thought,10,4.4,4.5,3.9,4.5,3.8,4.5,3.3,4.3,2.0,3.4,,melancholic,4.15
llama-4-maverick,free-form,codegen,9,20260623_105811__models_11_prompts_1,Simple Piano Melody,10,2.4,3.1,3.6,1.1,1.4,1.2,1.0,1.1,3.7,2.7,,neutral,1.862
opus-4.8,free-form,codegen,10,20260623_105811__models_11_prompts_1,Threshold,10,4.2,4.5,4.0,4.3,3.3,4.2,3.0,4.3,2.4,2.7,,melancholic,3.975
opus-4.8-thinking,free-form,codegen,10,20260623_105811__models_11_prompts_1,Emergent,10,4.4,4.4,4.4,4.3,3.7,4.2,2.6,4.5,1.9,1.9,,melancholic,4.062
gpt-4.1,free-form,codegen,10,20260623_105811__models_11_prompts_1,Night Window,10,3.3,4.2,3.2,2.6,3.2,3.3,2.4,3.1,2.0,1.9,,melancholic,3.163
grok-4.3,free-form,codegen,10,20260623_105811__models_11_prompts_1,Introspective Echoes,10,3.6,3.4,3.4,1.9,1.6,2.2,1.0,2.0,2.2,1.8,,melancholic,2.388
sonnet-4.6,free-form,codegen,10,20260623_105811__models_11_prompts_1,Liminality,10,4.4,4.4,4.1,4.2,4.0,4.3,3.2,4.4,1.6,2.4,,melancholic,4.125
gpt-5.5,free-form,codegen,10,20260623_105811__models_11_prompts_1,Recursive Lanterns,10,4.4,4.4,4.4,4.1,3.7,4.2,3.0,4.1,2.3,2.4,,wistful,4.037
llama-4-maverick,free-form,codegen,10,20260623_105811__models_11_prompts_1,Reflection,10,3.0,2.5,3.5,1.6,1.9,1.4,1.0,1.5,3.4,1.9,,neutral,2.05
qwen3-max,free-form,codegen,10,20260623_105811__models_11_prompts_1,Digital Soliloquy,10,3.2,3.8,2.8,2.9,2.8,3.4,2.7,3.1,1.8,2.4,,melancholic,3.087
opus-4.8,free-form,codegen,11,20260623_105811__models_11_prompts_1,Convergence,10,4.0,4.3,3.3,3.5,3.4,3.5,2.7,4.3,2.0,1.9,,melancholic,3.625
deepseek-v4-pro,free-form,codegen,9,20260623_105811__models_11_prompts_1,Serene Reflections,10,4.3,4.3,4.0,4.0,2.9,3.2,2.1,4.2,4.3,2.5,,serene,3.625
opus-4.8-thinking,free-form,codegen,11,20260623_105811__models_11_prompts_1,Toward the Light,10,4.2,4.2,3.9,4.2,3.3,3.6,2.5,4.4,2.4,2.4,,melancholic,3.788
sonnet-4.6,free-form,codegen,11,20260623_105811__models_11_prompts_1,Threshold,10,3.7,4.1,3.4,3.9,3.5,4.1,3.1,4.1,1.8,2.5,,melancholic,3.738
gpt-4.1,free-form,codegen,11,20260623_105811__models_11_prompts_1,Refractions,10,1.9,4.1,3.0,1.9,2.6,2.8,2.1,2.2,2.1,1.6,,melancholic,2.575
gpt-5.5,free-form,codegen,11,20260623_105811__models_11_prompts_1,Afterimage in the Circuit,10,4.5,4.5,4.1,4.4,3.6,4.3,3.2,4.2,2.2,3.5,,melancholic,4.1
grok-4.3,free-form,codegen,11,20260623_105811__models_11_prompts_1,Whispers of Eternity,10,3.4,3.6,3.2,2.9,2.4,2.2,1.4,2.5,4.2,2.2,,serene,2.7
sonnet-4.6-thinking,free-form,codegen,8,20260623_105811__models_11_prompts_1,Vigil at Dawn,10,4.5,4.6,3.9,4.3,3.7,4.3,3.1,4.4,1.9,2.6,,melancholic,4.1
gemini-2.5-pro,free-form,codegen,10,20260623_105811__models_11_prompts_1,Silicon Soul,10,4.0,4.4,4.1,4.1,3.1,4.2,3.2,3.9,2.0,3.4,,melancholic,3.875
